name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id_old,from_node_id,to_node_id_old,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id
,4136,4136_AB,,,79,79,8537,329,MixedUrban_Centroid Connector,1,0.45,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.746287,33.342923,0.0 -111.738516,33.343080,0.0</coordinates></LineString>","<LineString><coordinates>-111.746287,33.342929,0.0 -111.738516,33.343086,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4136
,4136,4136_BA,,,8537,329,79,79,MixedUrban_Centroid Connector,1,0.45,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.738516,33.343092,0.0 -111.746287,33.342935,0.0</coordinates></LineString>","<LineString><coordinates>-111.738516,33.343086,0.0 -111.746287,33.342929,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4136
,12255,12255_AB,,,8480,307,8482,308,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.738433,33.350287,0.0 -111.747010,33.350220,0.0</coordinates></LineString>","<LineString><coordinates>-111.738433,33.350281,0.0 -111.747010,33.350214,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12255
,12255,12255_BA,,,8482,308,8480,307,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.747010,33.350208,0.0 -111.738433,33.350275,0.0</coordinates></LineString>","<LineString><coordinates>-111.747010,33.350214,0.0 -111.738433,33.350281,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12255
,4137,4137_AB,,,79,79,8539,330,MixedUrban_Centroid Connector,1,0.54,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.746287,33.342923,0.0 -111.755626,33.342917,0.0</coordinates></LineString>","<LineString><coordinates>-111.746287,33.342929,0.0 -111.755626,33.342923,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4137
,4137,4137_BA,,,8539,330,79,79,MixedUrban_Centroid Connector,1,0.54,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.755626,33.342917,0.0 -111.746287,33.342923,0.0</coordinates></LineString>","<LineString><coordinates>-111.755626,33.342923,0.0 -111.746287,33.342929,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4137
,4138,4138_AB,,,79,79,8580,345,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.746293,33.342930,0.0 -111.746985,33.335733,0.0</coordinates></LineString>","<LineString><coordinates>-111.746287,33.342929,0.0 -111.746979,33.335732,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4138
,4138,4138_BA,,,8580,345,79,79,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.746973,33.335731,0.0 -111.746281,33.342928,0.0</coordinates></LineString>","<LineString><coordinates>-111.746979,33.335732,0.0 -111.746287,33.342929,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4138
,4135,4135_AB,,,79,79,8482,308,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.746281,33.342930,0.0 -111.747004,33.350215,0.0</coordinates></LineString>","<LineString><coordinates>-111.746287,33.342929,0.0 -111.747010,33.350214,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4135
,4135,4135_BA,,,8482,308,79,79,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.747016,33.350213,0.0 -111.746293,33.342928,0.0</coordinates></LineString>","<LineString><coordinates>-111.747010,33.350214,0.0 -111.746287,33.342929,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4135
,12256,12256_AB,,,8480,307,8537,329,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.738439,33.350281,0.0 -111.738522,33.343086,0.0</coordinates></LineString>","<LineString><coordinates>-111.738433,33.350281,0.0 -111.738516,33.343086,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12256
,12256,12256_BA,,,8537,329,8480,307,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.738510,33.343086,0.0 -111.738427,33.350281,0.0</coordinates></LineString>","<LineString><coordinates>-111.738516,33.343086,0.0 -111.738433,33.350281,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12256
,4125,4125_AB,,,76,76,8541,331,MixedUrban_Centroid Connector,1,0.54,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.763652,33.342812,0.0 -111.772949,33.342760,0.0</coordinates></LineString>","<LineString><coordinates>-111.763652,33.342806,0.0 -111.772949,33.342754,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4125
,4125,4125_BA,,,8541,331,76,76,MixedUrban_Centroid Connector,1,0.54,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.772949,33.342748,0.0 -111.763652,33.342800,0.0</coordinates></LineString>","<LineString><coordinates>-111.772949,33.342754,0.0 -111.763652,33.342806,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4125
,12328,12328_AB,,,8541,331,8584,348,MixedUrban_Major Arterial,1,0.49,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.772955,33.342754,0.0 -111.772924,33.335589,0.0</coordinates></LineString>","<LineString><coordinates>-111.772949,33.342754,0.0 -111.772918,33.335589,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12328
,12328,12328_BA,,,8584,348,8541,331,MixedUrban_Major Arterial,1,0.49,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.772912,33.335589,0.0 -111.772943,33.342754,0.0</coordinates></LineString>","<LineString><coordinates>-111.772918,33.335589,0.0 -111.772949,33.342754,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12328
,12262,12262_AB,,,8485,311,8541,331,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.773041,33.349980,0.0 -111.772955,33.342754,0.0</coordinates></LineString>","<LineString><coordinates>-111.773035,33.349980,0.0 -111.772949,33.342754,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12262
,12262,12262_BA,,,8541,331,8485,311,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.772943,33.342754,0.0 -111.773029,33.349980,0.0</coordinates></LineString>","<LineString><coordinates>-111.772949,33.342754,0.0 -111.773035,33.349980,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12262
,4126,4126_AB,,,76,76,8583,347,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.763658,33.342807,0.0 -111.764310,33.335613,0.0</coordinates></LineString>","<LineString><coordinates>-111.763652,33.342806,0.0 -111.764304,33.335612,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4126
,4126,4126_BA,,,8583,347,76,76,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.764298,33.335611,0.0 -111.763646,33.342805,0.0</coordinates></LineString>","<LineString><coordinates>-111.764304,33.335612,0.0 -111.763652,33.342806,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4126
,12327,12327_AB,,,8539,330,8581,346,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.755632,33.342923,0.0 -111.755701,33.335678,0.0</coordinates></LineString>","<LineString><coordinates>-111.755626,33.342923,0.0 -111.755695,33.335678,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12327
,12327,12327_BA,,,8581,346,8539,330,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.755689,33.335678,0.0 -111.755620,33.342923,0.0</coordinates></LineString>","<LineString><coordinates>-111.755695,33.335678,0.0 -111.755626,33.342923,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12327
,12361,12361_AB,,,8581,346,8583,347,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.755695,33.335684,0.0 -111.764304,33.335618,0.0</coordinates></LineString>","<LineString><coordinates>-111.755695,33.335678,0.0 -111.764304,33.335612,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12361
,12361,12361_BA,,,8583,347,8581,346,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.764304,33.335606,0.0 -111.755695,33.335672,0.0</coordinates></LineString>","<LineString><coordinates>-111.764304,33.335612,0.0 -111.755695,33.335678,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12361
,4123,4123_AB,,,76,76,8484,310,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.763646,33.342807,0.0 -111.764394,33.350059,0.0</coordinates></LineString>","<LineString><coordinates>-111.763652,33.342806,0.0 -111.764400,33.350058,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4123
,4123,4123_BA,,,8484,310,76,76,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.764406,33.350057,0.0 -111.763658,33.342805,0.0</coordinates></LineString>","<LineString><coordinates>-111.764400,33.350058,0.0 -111.763652,33.342806,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4123
,4124,4124_AB,,,76,76,8539,330,MixedUrban_Centroid Connector,1,0.46,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.763652,33.342800,0.0 -111.755626,33.342917,0.0</coordinates></LineString>","<LineString><coordinates>-111.763652,33.342806,0.0 -111.755626,33.342923,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4124
,4124,4124_BA,,,8539,330,76,76,MixedUrban_Centroid Connector,1,0.46,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.755626,33.342929,0.0 -111.763652,33.342812,0.0</coordinates></LineString>","<LineString><coordinates>-111.755626,33.342923,0.0 -111.763652,33.342806,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4124
,12258,12258_AB,,,8483,309,8484,310,MixedUrban_Major Arterial,1,0.51,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.755639,33.350132,0.0 -111.764400,33.350064,0.0</coordinates></LineString>","<LineString><coordinates>-111.755639,33.350126,0.0 -111.764400,33.350058,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12258
,12258,12258_BA,,,8484,310,8483,309,MixedUrban_Major Arterial,1,0.51,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.764400,33.350052,0.0 -111.755639,33.350120,0.0</coordinates></LineString>","<LineString><coordinates>-111.764400,33.350058,0.0 -111.755639,33.350126,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12258
,12259,12259_AB,,,8483,309,8539,330,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.755645,33.350126,0.0 -111.755632,33.342923,0.0</coordinates></LineString>","<LineString><coordinates>-111.755639,33.350126,0.0 -111.755626,33.342923,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12259
,12259,12259_BA,,,8539,330,8483,309,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.755620,33.342923,0.0 -111.755633,33.350126,0.0</coordinates></LineString>","<LineString><coordinates>-111.755626,33.342923,0.0 -111.755639,33.350126,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12259
,4113,4113_AB,,,73,73,8543,332,MixedUrban_Centroid Connector,1,0.52,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.780674,33.342692,0.0 -111.789672,33.342825,0.0</coordinates></LineString>","<LineString><coordinates>-111.780674,33.342686,0.0 -111.789672,33.342819,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4113
,4113,4113_BA,,,8543,332,73,73,MixedUrban_Centroid Connector,1,0.52,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.789672,33.342813,0.0 -111.780674,33.342680,0.0</coordinates></LineString>","<LineString><coordinates>-111.789672,33.342819,0.0 -111.780674,33.342686,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4113
,4114,4114_AB,,,73,73,8585,349,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.780680,33.342687,0.0 -111.781405,33.335484,0.0</coordinates></LineString>","<LineString><coordinates>-111.780674,33.342686,0.0 -111.781399,33.335483,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4114
,4114,4114_BA,,,8585,349,73,73,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.781393,33.335482,0.0 -111.780668,33.342685,0.0</coordinates></LineString>","<LineString><coordinates>-111.781399,33.335483,0.0 -111.780674,33.342686,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4114
,12367,12367_AB,,,8585,349,8586,350,MixedUrban_Major Arterial,1,0.49,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.781399,33.335489,0.0 -111.789843,33.335471,0.0</coordinates></LineString>","<LineString><coordinates>-111.781399,33.335483,0.0 -111.789843,33.335465,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12367
,12367,12367_BA,,,8586,350,8585,349,MixedUrban_Major Arterial,1,0.49,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.789843,33.335459,0.0 -111.781399,33.335477,0.0</coordinates></LineString>","<LineString><coordinates>-111.789843,33.335465,0.0 -111.781399,33.335483,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12367
,12265,12265_AB,,,8487,313,8543,332,MixedUrban_Major Arterial,1,0.49,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.789629,33.349973,0.0 -111.789678,33.342819,0.0</coordinates></LineString>","<LineString><coordinates>-111.789623,33.349973,0.0 -111.789672,33.342819,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12265
,12265,12265_BA,,,8543,332,8487,313,MixedUrban_Major Arterial,1,0.49,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.789666,33.342819,0.0 -111.789617,33.349973,0.0</coordinates></LineString>","<LineString><coordinates>-111.789672,33.342819,0.0 -111.789623,33.349973,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12265
,4111,4111_AB,,,73,73,8486,312,MixedUrban_Centroid Connector,1,0.51,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.780668,33.342687,0.0 -111.781704,33.350013,0.0</coordinates></LineString>","<LineString><coordinates>-111.780674,33.342686,0.0 -111.781710,33.350012,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4111
,4111,4111_BA,,,8486,312,73,73,MixedUrban_Centroid Connector,1,0.51,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.781716,33.350011,0.0 -111.780680,33.342685,0.0</coordinates></LineString>","<LineString><coordinates>-111.781710,33.350012,0.0 -111.780674,33.342686,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4111
,4112,4112_AB,,,73,73,8541,331,MixedUrban_Centroid Connector,1,0.45,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.780674,33.342680,0.0 -111.772949,33.342748,0.0</coordinates></LineString>","<LineString><coordinates>-111.780674,33.342686,0.0 -111.772949,33.342754,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4112
,4112,4112_BA,,,8541,331,73,73,MixedUrban_Centroid Connector,1,0.45,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.772949,33.342760,0.0 -111.780674,33.342692,0.0</coordinates></LineString>","<LineString><coordinates>-111.772949,33.342754,0.0 -111.780674,33.342686,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4112
,4101,4101_AB,,,70,70,8545,333,MixedUrban_Centroid Connector,1,0.54,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.797613,33.342609,0.0 -111.806969,33.342610,0.0</coordinates></LineString>","<LineString><coordinates>-111.797613,33.342615,0.0 -111.806969,33.342616,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4101
,4101,4101_BA,,,8545,333,70,70,MixedUrban_Centroid Connector,1,0.54,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.806969,33.342610,0.0 -111.797613,33.342609,0.0</coordinates></LineString>","<LineString><coordinates>-111.806969,33.342616,0.0 -111.797613,33.342615,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4101
,12266,12266_AB,,,8488,314,8490,315,MixedUrban_Major Arterial,1,0.51,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.798229,33.349930,0.0 -111.806983,33.349850,0.0</coordinates></LineString>","<LineString><coordinates>-111.798229,33.349924,0.0 -111.806983,33.349844,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12266
,12266,12266_BA,,,8490,315,8488,314,MixedUrban_Major Arterial,1,0.51,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.806983,33.349838,0.0 -111.798229,33.349918,0.0</coordinates></LineString>","<LineString><coordinates>-111.806983,33.349844,0.0 -111.798229,33.349924,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12266
,4102,4102_AB,,,70,70,8587,351,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.797619,33.342616,0.0 -111.798366,33.335438,0.0</coordinates></LineString>","<LineString><coordinates>-111.797613,33.342615,0.0 -111.798360,33.335437,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4102
,4102,4102_BA,,,8587,351,70,70,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.798354,33.335436,0.0 -111.797607,33.342614,0.0</coordinates></LineString>","<LineString><coordinates>-111.798360,33.335437,0.0 -111.797613,33.342615,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4102
,12329,12329_AB,,,8543,332,8586,350,MixedUrban_Major Arterial,1,0.51,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.789678,33.342819,0.0 -111.789849,33.335465,0.0</coordinates></LineString>","<LineString><coordinates>-111.789672,33.342819,0.0 -111.789843,33.335465,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12329
,12329,12329_BA,,,8586,350,8543,332,MixedUrban_Major Arterial,1,0.51,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.789837,33.335465,0.0 -111.789666,33.342819,0.0</coordinates></LineString>","<LineString><coordinates>-111.789843,33.335465,0.0 -111.789672,33.342819,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12329
,4099,4099_AB,,,70,70,8488,314,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.797607,33.342616,0.0 -111.798223,33.349925,0.0</coordinates></LineString>","<LineString><coordinates>-111.797613,33.342615,0.0 -111.798229,33.349924,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4099
,4099,4099_BA,,,8488,314,70,70,MixedUrban_Centroid Connector,1,0.5,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.798235,33.349923,0.0 -111.797619,33.342614,0.0</coordinates></LineString>","<LineString><coordinates>-111.798229,33.349924,0.0 -111.797613,33.342615,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4099
,4100,4100_AB,,,70,70,8543,332,MixedUrban_Centroid Connector,1,0.46,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.797613,33.342609,0.0 -111.789672,33.342813,0.0</coordinates></LineString>","<LineString><coordinates>-111.797613,33.342615,0.0 -111.789672,33.342819,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4100
,4100,4100_BA,,,8543,332,70,70,MixedUrban_Centroid Connector,1,0.46,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.789672,33.342825,0.0 -111.797613,33.342621,0.0</coordinates></LineString>","<LineString><coordinates>-111.789672,33.342819,0.0 -111.797613,33.342615,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4100
,4868,4868_AB,,,148,148,8547,334,MixedUrban_Centroid Connector,1,0.59,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.814202,33.342911,0.0 -111.824334,33.342507,0.0</coordinates></LineString>","<LineString><coordinates>-111.814202,33.342905,0.0 -111.824334,33.342501,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4868
,4868,4868_BA,,,8547,334,148,148,MixedUrban_Centroid Connector,1,0.59,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.824334,33.342495,0.0 -111.814202,33.342899,0.0</coordinates></LineString>","<LineString><coordinates>-111.824334,33.342501,0.0 -111.814202,33.342905,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4868
,4869,4869_AB,,,148,148,8589,353,MixedUrban_Centroid Connector,1,0.53,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.814208,33.342906,0.0 -111.815599,33.335322,0.0</coordinates></LineString>","<LineString><coordinates>-111.814202,33.342905,0.0 -111.815593,33.335321,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4869
,4869,4869_BA,,,8589,353,148,148,MixedUrban_Centroid Connector,1,0.53,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.815587,33.335320,0.0 -111.814196,33.342904,0.0</coordinates></LineString>","<LineString><coordinates>-111.815593,33.335321,0.0 -111.814202,33.342905,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4869
,12270,12270_AB,,,8492,316,8496,320,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.815677,33.349792,0.0 -111.824392,33.349732,0.0</coordinates></LineString>","<LineString><coordinates>-111.815677,33.349786,0.0 -111.824392,33.349726,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12270
,12270,12270_BA,,,8496,320,8492,316,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.824392,33.349720,0.0 -111.815677,33.349780,0.0</coordinates></LineString>","<LineString><coordinates>-111.824392,33.349726,0.0 -111.815677,33.349786,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12270
,12330,12330_AB,,,8545,333,8588,352,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.806975,33.342616,0.0 -111.806945,33.335365,0.0</coordinates></LineString>","<LineString><coordinates>-111.806969,33.342616,0.0 -111.806939,33.335365,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12330
,12330,12330_BA,,,8588,352,8545,333,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.806933,33.335365,0.0 -111.806963,33.342616,0.0</coordinates></LineString>","<LineString><coordinates>-111.806939,33.335365,0.0 -111.806969,33.342616,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12330
,12371,12371_AB,,,8588,352,8589,353,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.806939,33.335371,0.0 -111.815593,33.335327,0.0</coordinates></LineString>","<LineString><coordinates>-111.806939,33.335365,0.0 -111.815593,33.335321,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12371
,12371,12371_BA,,,8589,353,8588,352,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.815593,33.335315,0.0 -111.806939,33.335359,0.0</coordinates></LineString>","<LineString><coordinates>-111.815593,33.335321,0.0 -111.806939,33.335365,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12371
,4866,4866_AB,,,148,148,8492,316,MixedUrban_Centroid Connector,1,0.48,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.814196,33.342906,0.0 -111.815671,33.349787,0.0</coordinates></LineString>","<LineString><coordinates>-111.814202,33.342905,0.0 -111.815677,33.349786,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4866
,4866,4866_BA,,,8492,316,148,148,MixedUrban_Centroid Connector,1,0.48,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.815683,33.349785,0.0 -111.814208,33.342904,0.0</coordinates></LineString>","<LineString><coordinates>-111.815677,33.349786,0.0 -111.814202,33.342905,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4866
,4867,4867_AB,,,148,148,8545,333,MixedUrban_Centroid Connector,1,0.42,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.814202,33.342899,0.0 -111.806969,33.342610,0.0</coordinates></LineString>","<LineString><coordinates>-111.814202,33.342905,0.0 -111.806969,33.342616,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4867
,4867,4867_BA,,,8545,333,148,148,MixedUrban_Centroid Connector,1,0.42,1,25,99999,35,190,12,,0,"<LineString><coordinates>-111.806969,33.342622,0.0 -111.814202,33.342911,0.0</coordinates></LineString>","<LineString><coordinates>-111.806969,33.342616,0.0 -111.814202,33.342905,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,4867
,12269,12269_AB,,,8490,315,8545,333,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.806989,33.349844,0.0 -111.806975,33.342616,0.0</coordinates></LineString>","<LineString><coordinates>-111.806983,33.349844,0.0 -111.806969,33.342616,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12269
,12269,12269_BA,,,8545,333,8490,315,MixedUrban_Major Arterial,1,0.5,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.806963,33.342616,0.0 -111.806977,33.349844,0.0</coordinates></LineString>","<LineString><coordinates>-111.806969,33.342616,0.0 -111.806983,33.349844,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12269
,12277,12277_AB,,,8496,320,8497,321,MixedUrban_Major Arterial,1,0.38,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.824392,33.349720,0.0 -111.831023,33.349722,0.0</coordinates></LineString>","<LineString><coordinates>-111.824392,33.349726,0.0 -111.831023,33.349728,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12277
,12277,12277_BA,,,8497,321,8496,320,MixedUrban_Major Arterial,1,0.38,2,41,857,36,190,12,,0,"<LineString><coordinates>-111.831023,33.349722,0.0 -111.824392,33.349720,0.0</coordinates></LineString>","<LineString><coordinates>-111.831023,33.349728,0.0 -111.824392,33.349726,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12277
,12278,12278_AB,,,8496,320,8547,334,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.824398,33.349726,0.0 -111.824340,33.342501,0.0</coordinates></LineString>","<LineString><coordinates>-111.824392,33.349726,0.0 -111.824334,33.342501,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12278
,12278,12278_BA,,,8547,334,8496,320,MixedUrban_Major Arterial,1,0.5,3,41,857,36,190,12,,0,"<LineString><coordinates>-111.824328,33.342501,0.0 -111.824386,33.349726,0.0</coordinates></LineString>","<LineString><coordinates>-111.824334,33.342501,0.0 -111.824392,33.349726,0.0</coordinates></LineString>",0.15,4,0,0,0,0,N,N,12278
