id,name,node_id_old,node_id,QEM_reference_node_id,control_type,control_type_name,x,y,geometry
59,,8322,266,0,1,no_control,-111.790086,33.371681,"<Point><coordinates>-111.790086,33.371681</coordinates></Point>"
66,,8324,267,0,1,no_control,-111.807142,33.371617,"<Point><coordinates>-111.807142,33.371617</coordinates></Point>"
80,,8328,268,0,1,no_control,-111.842192,33.371547,"<Point><coordinates>-111.842192,33.371547</coordinates></Point>"
73,,8330,269,0,1,no_control,-111.824667,33.371541,"<Point><coordinates>-111.824667,33.371541</coordinates></Point>"
27,,8366,270,0,0,unknown_control,-111.687641,33.365073,"<Point><coordinates>-111.687641,33.365073</coordinates></Point>"
23,,8367,271,0,1,no_control,-111.696239,33.365014,"<Point><coordinates>-111.696239,33.365014</coordinates></Point>"
21,,8368,272,0,0,unknown_control,-111.704774,33.364988,"<Point><coordinates>-111.704774,33.364988</coordinates></Point>"
33,,8369,273,0,1,no_control,-111.713333,33.364952,"<Point><coordinates>-111.713333,33.364952</coordinates></Point>"
31,,8370,274,0,0,unknown_control,-111.721862,33.364919,"<Point><coordinates>-111.721862,33.364919</coordinates></Point>"
40,,8373,275,0,1,no_control,-111.730372,33.364864,"<Point><coordinates>-111.730372,33.364864</coordinates></Point>"
37,,8374,276,0,0,unknown_control,-111.738891,33.364807,"<Point><coordinates>-111.738891,33.364807</coordinates></Point>"
45,,8375,277,0,1,no_control,-111.747319,33.364753,"<Point><coordinates>-111.747319,33.364753</coordinates></Point>"
44,,8376,278,0,0,unknown_control,-111.756114,33.364666,"<Point><coordinates>-111.756114,33.364666</coordinates></Point>"
53,,8377,279,0,1,no_control,-111.764639,33.364633,"<Point><coordinates>-111.764639,33.364633</coordinates></Point>"
51,,8378,280,0,0,unknown_control,-111.773408,33.364618,"<Point><coordinates>-111.773408,33.364618</coordinates></Point>"
61,,8379,281,0,1,no_control,-111.781619,33.364595,"<Point><coordinates>-111.781619,33.364595</coordinates></Point>"
58,,8380,282,0,0,unknown_control,-111.789883,33.36445,"<Point><coordinates>-111.789883,33.364450</coordinates></Point>"
68,,8381,283,0,1,no_control,-111.798432,33.364414,"<Point><coordinates>-111.798432,33.364414</coordinates></Point>"
65,,8382,284,0,0,unknown_control,-111.807056,33.364348,"<Point><coordinates>-111.807056,33.364348</coordinates></Point>"
79,,8386,285,0,0,unknown_control,-111.84188,33.364211,"<Point><coordinates>-111.841880,33.364211</coordinates></Point>"
75,,8387,286,0,1,no_control,-111.8157,33.364311,"<Point><coordinates>-111.815700,33.364311</coordinates></Point>"
82,,8388,287,0,1,no_control,-111.833335,33.364236,"<Point><coordinates>-111.833335,33.364236</coordinates></Point>"
72,,8389,288,0,0,unknown_control,-111.824448,33.364235,"<Point><coordinates>-111.824448,33.364235</coordinates></Point>"
90,,8422,289,0,1,no_control,-111.687548,33.357795,"<Point><coordinates>-111.687548,33.357795</coordinates></Point>"
86,,8425,290,0,1,no_control,-111.704615,33.357687,"<Point><coordinates>-111.704615,33.357687</coordinates></Point>"
96,,8428,291,0,1,no_control,-111.721675,33.357693,"<Point><coordinates>-111.721675,33.357693</coordinates></Point>"
100,,8432,292,0,1,no_control,-111.738674,33.357551,"<Point><coordinates>-111.738674,33.357551</coordinates></Point>"
104,,8434,293,0,1,no_control,-111.755829,33.357399,"<Point><coordinates>-111.755829,33.357399</coordinates></Point>"
108,,8436,294,0,1,no_control,-111.773197,33.357296,"<Point><coordinates>-111.773197,33.357296</coordinates></Point>"
112,,8438,295,0,1,no_control,-111.789746,33.357147,"<Point><coordinates>-111.789746,33.357147</coordinates></Point>"
116,,8440,296,0,1,no_control,-111.807072,33.356974,"<Point><coordinates>-111.807072,33.356974</coordinates></Point>"
139,,8441,297,0,1,no_control,-111.859051,33.35708,"<Point><coordinates>-111.859051,33.357080</coordinates></Point>"
125,,8444,298,0,1,no_control,-111.841844,33.356881,"<Point><coordinates>-111.841844,33.356881</coordinates></Point>"
94,,8447,299,0,1,no_control,-111.82444,33.356925,"<Point><coordinates>-111.824440,33.356925</coordinates></Point>"
132,,8448,300,0,1,no_control,-111.87656,33.356903,"<Point><coordinates>-111.876560,33.356903</coordinates></Point>"
89,,8469,301,0,0,unknown_control,-111.687443,33.350638,"<Point><coordinates>-111.687443,33.350638</coordinates></Point>"
87,,8470,302,0,1,no_control,-111.695928,33.350565,"<Point><coordinates>-111.695928,33.350565</coordinates></Point>"
85,,8471,303,0,0,unknown_control,-111.70444,33.350492,"<Point><coordinates>-111.704440,33.350492</coordinates></Point>"
97,,8474,304,0,1,no_control,-111.71298,33.35044,"<Point><coordinates>-111.712980,33.350440</coordinates></Point>"
95,,8476,305,0,0,unknown_control,-111.721433,33.350388,"<Point><coordinates>-111.721433,33.350388</coordinates></Point>"
101,,8478,306,0,1,no_control,-111.729921,33.35034,"<Point><coordinates>-111.729921,33.350340</coordinates></Point>"
99,,8480,307,0,0,unknown_control,-111.738433,33.350281,"<Point><coordinates>-111.738433,33.350281</coordinates></Point>"
105,,8482,308,0,1,no_control,-111.74701,33.350214,"<Point><coordinates>-111.747010,33.350214</coordinates></Point>"
103,,8483,309,0,0,unknown_control,-111.755639,33.350126,"<Point><coordinates>-111.755639,33.350126</coordinates></Point>"
109,,8484,310,0,1,no_control,-111.7644,33.350058,"<Point><coordinates>-111.764400,33.350058</coordinates></Point>"
107,,8485,311,0,0,unknown_control,-111.773035,33.34998,"<Point><coordinates>-111.773035,33.349980</coordinates></Point>"
113,,8486,312,0,1,no_control,-111.78171,33.350012,"<Point><coordinates>-111.781710,33.350012</coordinates></Point>"
111,,8487,313,0,0,unknown_control,-111.789623,33.349973,"<Point><coordinates>-111.789623,33.349973</coordinates></Point>"
117,,8488,314,0,1,no_control,-111.798229,33.349924,"<Point><coordinates>-111.798229,33.349924</coordinates></Point>"
115,,8490,315,0,0,unknown_control,-111.806983,33.349844,"<Point><coordinates>-111.806983,33.349844</coordinates></Point>"
120,,8492,316,0,1,no_control,-111.815677,33.349786,"<Point><coordinates>-111.815677,33.349786</coordinates></Point>"
142,,8493,317,0,1,no_control,-111.850466,33.34979,"<Point><coordinates>-111.850466,33.349790</coordinates></Point>"
138,,8494,318,0,0,unknown_control,-111.859154,33.349764,"<Point><coordinates>-111.859154,33.349764</coordinates></Point>"
124,,8495,319,0,0,unknown_control,-111.841811,33.349735,"<Point><coordinates>-111.841811,33.349735</coordinates></Point>"
93,,8496,320,0,0,unknown_control,-111.824392,33.349726,"<Point><coordinates>-111.824392,33.349726</coordinates></Point>"
91,,8497,321,0,1,no_control,-111.831023,33.349728,"<Point><coordinates>-111.831023,33.349728</coordinates></Point>"
136,,8498,322,0,1,no_control,-111.867744,33.349649,"<Point><coordinates>-111.867744,33.349649</coordinates></Point>"
131,,8499,323,0,0,unknown_control,-111.876413,33.349576,"<Point><coordinates>-111.876413,33.349576</coordinates></Point>"
181,,8500,324,0,1,no_control,-111.885517,33.34943,"<Point><coordinates>-111.885517,33.349430</coordinates></Point>"
165,,8504,325,0,0,unknown_control,-111.893838,33.349316,"<Point><coordinates>-111.893838,33.349316</coordinates></Point>"
187,,8529,326,0,1,no_control,-111.687288,33.343379,"<Point><coordinates>-111.687288,33.343379</coordinates></Point>"
185,,8532,327,0,1,no_control,-111.704313,33.343346,"<Point><coordinates>-111.704313,33.343346</coordinates></Point>"
190,,8535,328,0,1,no_control,-111.721387,33.34311,"<Point><coordinates>-111.721387,33.343110</coordinates></Point>"
194,,8537,329,0,1,no_control,-111.738516,33.343086,"<Point><coordinates>-111.738516,33.343086</coordinates></Point>"
197,,8539,330,0,1,no_control,-111.755626,33.342923,"<Point><coordinates>-111.755626,33.342923</coordinates></Point>"
201,,8541,331,0,1,no_control,-111.772949,33.342754,"<Point><coordinates>-111.772949,33.342754</coordinates></Point>"
205,,8543,332,0,1,no_control,-111.789672,33.342819,"<Point><coordinates>-111.789672,33.342819</coordinates></Point>"
209,,8545,333,0,1,no_control,-111.806969,33.342616,"<Point><coordinates>-111.806969,33.342616</coordinates></Point>"
214,,8547,334,0,1,no_control,-111.824334,33.342501,"<Point><coordinates>-111.824334,33.342501</coordinates></Point>"
123,,8548,335,0,1,no_control,-111.841787,33.342501,"<Point><coordinates>-111.841787,33.342501</coordinates></Point>"
137,,8551,336,0,1,no_control,-111.859051,33.342013,"<Point><coordinates>-111.859051,33.342013</coordinates></Point>"
130,,8552,337,0,1,no_control,-111.876472,33.342317,"<Point><coordinates>-111.876472,33.342317</coordinates></Point>"
186,,8571,338,0,0,unknown_control,-111.68713,33.33612,"<Point><coordinates>-111.687130,33.336120</coordinates></Point>"
183,,8572,339,0,1,no_control,-111.695686,33.336105,"<Point><coordinates>-111.695686,33.336105</coordinates></Point>"
182,,8573,340,0,0,unknown_control,-111.704239,33.336095,"<Point><coordinates>-111.704239,33.336095</coordinates></Point>"
189,,8574,341,0,1,no_control,-111.712795,33.336019,"<Point><coordinates>-111.712795,33.336019</coordinates></Point>"
188,,8575,342,0,0,unknown_control,-111.721344,33.335942,"<Point><coordinates>-111.721344,33.335942</coordinates></Point>"
193,,8576,343,0,1,no_control,-111.729864,33.33584,"<Point><coordinates>-111.729864,33.335840</coordinates></Point>"
192,,8579,344,0,0,unknown_control,-111.7384,33.335742,"<Point><coordinates>-111.738400,33.335742</coordinates></Point>"
198,,8580,345,0,1,no_control,-111.746979,33.335732,"<Point><coordinates>-111.746979,33.335732</coordinates></Point>"
196,,8581,346,0,0,unknown_control,-111.755695,33.335678,"<Point><coordinates>-111.755695,33.335678</coordinates></Point>"
202,,8583,347,0,1,no_control,-111.764304,33.335612,"<Point><coordinates>-111.764304,33.335612</coordinates></Point>"
200,,8584,348,0,0,unknown_control,-111.772918,33.335589,"<Point><coordinates>-111.772918,33.335589</coordinates></Point>"
206,,8585,349,0,1,no_control,-111.781399,33.335483,"<Point><coordinates>-111.781399,33.335483</coordinates></Point>"
204,,8586,350,0,0,unknown_control,-111.789843,33.335465,"<Point><coordinates>-111.789843,33.335465</coordinates></Point>"
210,,8587,351,0,1,no_control,-111.79836,33.335437,"<Point><coordinates>-111.798360,33.335437</coordinates></Point>"
208,,8588,352,0,0,unknown_control,-111.806939,33.335365,"<Point><coordinates>-111.806939,33.335365</coordinates></Point>"
217,,8589,353,0,1,no_control,-111.815593,33.335321,"<Point><coordinates>-111.815593,33.335321</coordinates></Point>"
127,,8590,354,0,0,unknown_control,-111.824292,33.335223,"<Point><coordinates>-111.824292,33.335223</coordinates></Point>"
126,,8591,355,0,1,no_control,-111.833018,33.335166,"<Point><coordinates>-111.833018,33.335166</coordinates></Point>"
122,,8592,356,0,0,unknown_control,-111.841767,33.335116,"<Point><coordinates>-111.841767,33.335116</coordinates></Point>"
140,,8594,357,0,1,no_control,-111.850484,33.335086,"<Point><coordinates>-111.850484,33.335086</coordinates></Point>"
129,,8595,358,0,0,unknown_control,-111.876455,33.335141,"<Point><coordinates>-111.876455,33.335141</coordinates></Point>"
133,,8596,359,0,1,no_control,-111.86771,33.335107,"<Point><coordinates>-111.867710,33.335107</coordinates></Point>"
134,,8597,360,0,1,no_control,-111.859085,33.335082,"<Point><coordinates>-111.859085,33.335082</coordinates></Point>"
179,,8598,361,0,1,no_control,-111.884683,33.334989,"<Point><coordinates>-111.884683,33.334989</coordinates></Point>"
143,,8599,362,0,0,unknown_control,-111.893426,33.334815,"<Point><coordinates>-111.893426,33.334815</coordinates></Point>"
229,,8623,363,0,1,no_control,-111.687038,33.33128,"<Point><coordinates>-111.687038,33.331280</coordinates></Point>"
219,,8625,364,0,1,no_control,-111.704195,33.329634,"<Point><coordinates>-111.704195,33.329634</coordinates></Point>"
236,,8628,365,0,1,no_control,-111.721309,33.331008,"<Point><coordinates>-111.721309,33.331008</coordinates></Point>"
240,,8630,366,0,1,no_control,-111.738445,33.328459,"<Point><coordinates>-111.738445,33.328459</coordinates></Point>"
248,,8632,367,0,1,no_control,-111.755702,33.328433,"<Point><coordinates>-111.755702,33.328433</coordinates></Point>"
251,,8634,368,0,1,no_control,-111.772982,33.328396,"<Point><coordinates>-111.772982,33.328396</coordinates></Point>"
256,,8638,369,0,1,no_control,-111.789798,33.328283,"<Point><coordinates>-111.789798,33.328283</coordinates></Point>"
218,,8639,370,0,1,no_control,-111.806892,33.32828,"<Point><coordinates>-111.806892,33.328280</coordinates></Point>"
215,,8640,371,0,1,no_control,-111.824221,33.328011,"<Point><coordinates>-111.824221,33.328011</coordinates></Point>"
263,,8642,372,0,1,no_control,-111.841695,33.327899,"<Point><coordinates>-111.841695,33.327899</coordinates></Point>"
269,,8644,373,0,1,no_control,-111.876429,33.327926,"<Point><coordinates>-111.876429,33.327926</coordinates></Point>"
273,,8646,374,0,1,no_control,-111.859149,33.327851,"<Point><coordinates>-111.859149,33.327851</coordinates></Point>"
341,,8651,375,0,1,no_control,-111.911176,33.327419,"<Point><coordinates>-111.911176,33.327419</coordinates></Point>"
388,,8656,376,0,0,unknown_control,-111.945645,33.327349,"<Point><coordinates>-111.945645,33.327349</coordinates></Point>"
318,,8664,377,0,0,unknown_control,-111.68689,33.321723,"<Point><coordinates>-111.686890,33.321723</coordinates></Point>"
315,,8666,378,0,0,unknown_control,-111.695104,33.321565,"<Point><coordinates>-111.695104,33.321565</coordinates></Point>"
314,,8667,379,0,0,unknown_control,-111.704117,33.321561,"<Point><coordinates>-111.704117,33.321561</coordinates></Point>"
307,,8668,380,0,1,no_control,-111.713113,33.32148,"<Point><coordinates>-111.713113,33.321480</coordinates></Point>"
305,,8669,381,0,0,unknown_control,-111.721229,33.321408,"<Point><coordinates>-111.721229,33.321408</coordinates></Point>"
335,,8670,382,0,1,no_control,-111.729816,33.321366,"<Point><coordinates>-111.729816,33.321366</coordinates></Point>"
247,,8672,383,0,0,unknown_control,-111.742958,33.321127,"<Point><coordinates>-111.742958,33.321127</coordinates></Point>"
246,,8673,384,0,1,no_control,-111.746994,33.321262,"<Point><coordinates>-111.746994,33.321262</coordinates></Point>"
245,,8674,385,0,0,unknown_control,-111.755604,33.321193,"<Point><coordinates>-111.755604,33.321193</coordinates></Point>"
252,,8675,386,0,1,no_control,-111.764296,33.321169,"<Point><coordinates>-111.764296,33.321169</coordinates></Point>"
250,,8676,387,0,0,unknown_control,-111.773021,33.321146,"<Point><coordinates>-111.773021,33.321146</coordinates></Point>"
255,,8678,388,0,1,no_control,-111.781605,33.321035,"<Point><coordinates>-111.781605,33.321035</coordinates></Point>"
258,,8679,389,0,0,unknown_control,-111.806862,33.320865,"<Point><coordinates>-111.806862,33.320865</coordinates></Point>"
259,,8680,390,0,1,no_control,-111.798294,33.320881,"<Point><coordinates>-111.798294,33.320881</coordinates></Point>"
254,,8681,391,0,0,unknown_control,-111.789763,33.320898,"<Point><coordinates>-111.789763,33.320898</coordinates></Point>"
266,,8682,392,0,1,no_control,-111.815537,33.320792,"<Point><coordinates>-111.815537,33.320792</coordinates></Point>"
265,,8683,393,0,0,unknown_control,-111.824147,33.320708,"<Point><coordinates>-111.824147,33.320708</coordinates></Point>"
264,,8684,394,0,1,no_control,-111.832908,33.320681,"<Point><coordinates>-111.832908,33.320681</coordinates></Point>"
261,,8685,395,0,1,no_control,-111.841626,33.320668,"<Point><coordinates>-111.841626,33.320668</coordinates></Point>"
300,,8686,396,0,1,no_control,-111.85035,33.320621,"<Point><coordinates>-111.850350,33.320621</coordinates></Point>"
270,,8687,397,0,1,no_control,-111.867783,33.320585,"<Point><coordinates>-111.867783,33.320585</coordinates></Point>"
271,,8688,398,0,0,unknown_control,-111.859154,33.320606,"<Point><coordinates>-111.859154,33.320606</coordinates></Point>"
268,,8689,399,0,0,unknown_control,-111.876393,33.320563,"<Point><coordinates>-111.876393,33.320563</coordinates></Point>"
284,,8690,400,0,1,no_control,-111.885285,33.320434,"<Point><coordinates>-111.885285,33.320434</coordinates></Point>"
275,,8691,401,0,0,unknown_control,-111.89379,33.320323,"<Point><coordinates>-111.893790,33.320323</coordinates></Point>"
356,,8692,402,0,1,no_control,-111.902534,33.3202,"<Point><coordinates>-111.902534,33.320200</coordinates></Point>"
340,,8693,403,0,0,unknown_control,-111.911177,33.320042,"<Point><coordinates>-111.911177,33.320042</coordinates></Point>"
376,,8694,404,0,1,no_control,-111.919682,33.319962,"<Point><coordinates>-111.919682,33.319962</coordinates></Point>"
375,,8695,405,0,0,unknown_control,-111.928148,33.319995,"<Point><coordinates>-111.928148,33.319995</coordinates></Point>"
391,,8696,406,0,1,no_control,-111.936902,33.319974,"<Point><coordinates>-111.936902,33.319974</coordinates></Point>"
382,,8697,407,0,0,unknown_control,-111.963114,33.319865,"<Point><coordinates>-111.963114,33.319865</coordinates></Point>"
384,,8701,408,0,1,no_control,-111.95421,33.319907,"<Point><coordinates>-111.954210,33.319907</coordinates></Point>"
387,,8703,409,0,0,unknown_control,-111.9456,33.319852,"<Point><coordinates>-111.945600,33.319852</coordinates></Point>"
317,,8713,410,0,0,unknown_control,-111.686768,33.314431,"<Point><coordinates>-111.686768,33.314431</coordinates></Point>"
304,,8715,411,0,1,no_control,-111.721147,33.314196,"<Point><coordinates>-111.721147,33.314196</coordinates></Point>"
397,,8717,412,0,1,no_control,-111.74491,33.313967,"<Point><coordinates>-111.744910,33.313967</coordinates></Point>"
400,,8719,413,0,1,no_control,-111.755608,33.313957,"<Point><coordinates>-111.755608,33.313957</coordinates></Point>"
404,,8721,414,0,1,no_control,-111.772983,33.313909,"<Point><coordinates>-111.772983,33.313909</coordinates></Point>"
409,,8723,415,0,1,no_control,-111.789747,33.313658,"<Point><coordinates>-111.789747,33.313658</coordinates></Point>"
413,,8724,416,0,1,no_control,-111.806936,33.313672,"<Point><coordinates>-111.806936,33.313672</coordinates></Point>"
417,,8727,417,0,1,no_control,-111.824139,33.31343,"<Point><coordinates>-111.824139,33.313430</coordinates></Point>"
424,,8729,418,0,1,no_control,-111.841531,33.313376,"<Point><coordinates>-111.841531,33.313376</coordinates></Point>"
428,,8731,419,0,1,no_control,-111.859116,33.313336,"<Point><coordinates>-111.859116,33.313336</coordinates></Point>"
433,,8733,420,0,1,no_control,-111.876387,33.313373,"<Point><coordinates>-111.876387,33.313373</coordinates></Point>"
374,,8737,421,0,1,no_control,-111.928405,33.312772,"<Point><coordinates>-111.928405,33.312772</coordinates></Point>"
386,,8739,422,0,1,no_control,-111.94562,33.312587,"<Point><coordinates>-111.945620,33.312587</coordinates></Point>"
339,,8742,423,0,1,no_control,-111.911171,33.312681,"<Point><coordinates>-111.911171,33.312681</coordinates></Point>"
381,,8743,424,0,1,no_control,-111.963136,33.312645,"<Point><coordinates>-111.963136,33.312645</coordinates></Point>"
316,,8753,425,0,0,unknown_control,-111.688758,33.307176,"<Point><coordinates>-111.688758,33.307176</coordinates></Point>"
311,,8755,426,0,0,unknown_control,-111.703838,33.307071,"<Point><coordinates>-111.703838,33.307071</coordinates></Point>"
303,,8757,427,0,1,no_control,-111.716358,33.306946,"<Point><coordinates>-111.716358,33.306946</coordinates></Point>"
302,,8758,428,0,0,unknown_control,-111.721124,33.306915,"<Point><coordinates>-111.721124,33.306915</coordinates></Point>"
330,,8760,429,0,1,no_control,-111.729749,33.306816,"<Point><coordinates>-111.729749,33.306816</coordinates></Point>"
329,,8761,430,0,0,unknown_control,-111.737494,33.306665,"<Point><coordinates>-111.737494,33.306665</coordinates></Point>"
393,,8762,431,0,0,unknown_control,-111.739602,33.306734,"<Point><coordinates>-111.739602,33.306734</coordinates></Point>"
399,,8763,432,0,0,unknown_control,-111.755598,33.306726,"<Point><coordinates>-111.755598,33.306726</coordinates></Point>"
405,,8764,433,0,1,no_control,-111.764233,33.30666,"<Point><coordinates>-111.764233,33.306660</coordinates></Point>"
403,,8765,434,0,0,unknown_control,-111.772933,33.306604,"<Point><coordinates>-111.772933,33.306604</coordinates></Point>"
589,,8766,435,0,0,unknown_control,-111.973083,33.305567,"<Point><coordinates>-111.973083,33.305567</coordinates></Point>"
411,,8767,436,0,1,no_control,-111.78145,33.306528,"<Point><coordinates>-111.781450,33.306528</coordinates></Point>"
407,,8769,437,0,0,unknown_control,-111.789725,33.30638,"<Point><coordinates>-111.789725,33.306380</coordinates></Point>"
438,,8770,438,0,1,no_control,-111.798373,33.306389,"<Point><coordinates>-111.798373,33.306389</coordinates></Point>"
419,,8771,439,0,0,unknown_control,-111.806949,33.306391,"<Point><coordinates>-111.806949,33.306391</coordinates></Point>"
418,,8772,440,0,1,no_control,-111.815567,33.306275,"<Point><coordinates>-111.815567,33.306275</coordinates></Point>"
416,,8774,441,0,0,unknown_control,-111.824156,33.306232,"<Point><coordinates>-111.824156,33.306232</coordinates></Point>"
425,,8775,442,0,1,no_control,-111.832794,33.306192,"<Point><coordinates>-111.832794,33.306192</coordinates></Point>"
422,,8776,443,0,0,unknown_control,-111.841455,33.306161,"<Point><coordinates>-111.841455,33.306161</coordinates></Point>"
429,,8777,444,0,1,no_control,-111.850263,33.306117,"<Point><coordinates>-111.850263,33.306117</coordinates></Point>"
427,,8778,445,0,0,unknown_control,-111.859088,33.306083,"<Point><coordinates>-111.859088,33.306083</coordinates></Point>"
434,,8779,446,0,1,no_control,-111.867713,33.30601,"<Point><coordinates>-111.867713,33.306010</coordinates></Point>"
432,,8780,447,0,0,unknown_control,-111.876341,33.305977,"<Point><coordinates>-111.876341,33.305977</coordinates></Point>"
436,,8783,448,0,1,no_control,-111.885159,33.30596,"<Point><coordinates>-111.885159,33.305960</coordinates></Point>"
373,,8785,449,0,1,no_control,-111.919865,33.305406,"<Point><coordinates>-111.919865,33.305406</coordinates></Point>"
372,,8786,450,0,1,no_control,-111.928601,33.305422,"<Point><coordinates>-111.928601,33.305422</coordinates></Point>"
338,,8787,451,0,1,no_control,-111.902926,33.305595,"<Point><coordinates>-111.902926,33.305595</coordinates></Point>"
385,,8788,452,0,1,no_control,-111.945723,33.305348,"<Point><coordinates>-111.945723,33.305348</coordinates></Point>"
337,,8790,453,0,1,no_control,-111.911171,33.305362,"<Point><coordinates>-111.911171,33.305362</coordinates></Point>"
380,,8791,454,0,1,no_control,-111.954397,33.305299,"<Point><coordinates>-111.954397,33.305299</coordinates></Point>"
389,,8792,455,0,1,no_control,-111.937131,33.305339,"<Point><coordinates>-111.937131,33.305339</coordinates></Point>"
587,,8793,456,0,0,unknown_control,-111.973083,33.305297,"<Point><coordinates>-111.973083,33.305297</coordinates></Point>"
594,,8794,457,0,0,unknown_control,-111.971345,33.305295,"<Point><coordinates>-111.971345,33.305295</coordinates></Point>"
379,,8797,458,0,0,unknown_control,-111.96308,33.305263,"<Point><coordinates>-111.963080,33.305263</coordinates></Point>"
598,,8798,459,0,1,no_control,-111.967172,33.305231,"<Point><coordinates>-111.967172,33.305231</coordinates></Point>"
592,,8806,460,0,0,unknown_control,-111.971345,33.305034,"<Point><coordinates>-111.971345,33.305034</coordinates></Point>"
586,,8807,461,0,0,unknown_control,-111.972374,33.301571,"<Point><coordinates>-111.972374,33.301571</coordinates></Point>"
590,,8808,462,0,0,unknown_control,-111.97202,33.30159,"<Point><coordinates>-111.972020,33.301590</coordinates></Point>"
447,,8811,463,0,1,no_control,-111.721117,33.299767,"<Point><coordinates>-111.721117,33.299767</coordinates></Point>"
445,,8813,464,0,1,no_control,-111.686692,33.299631,"<Point><coordinates>-111.686692,33.299631</coordinates></Point>"
460,,8814,465,0,1,no_control,-111.743734,33.299558,"<Point><coordinates>-111.743734,33.299558</coordinates></Point>"
477,,8817,466,0,1,no_control,-111.755572,33.299503,"<Point><coordinates>-111.755572,33.299503</coordinates></Point>"
485,,8818,467,0,1,no_control,-111.78969,33.299221,"<Point><coordinates>-111.789690,33.299221</coordinates></Point>"
491,,8821,468,0,0,unknown_control,-111.807163,33.302439,"<Point><coordinates>-111.807163,33.302439</coordinates></Point>"
495,,8824,469,0,1,no_control,-111.824223,33.29896,"<Point><coordinates>-111.824223,33.298960</coordinates></Point>"
500,,8827,470,0,1,no_control,-111.841527,33.29887,"<Point><coordinates>-111.841527,33.298870</coordinates></Point>"
506,,8832,471,0,1,no_control,-111.859014,33.298838,"<Point><coordinates>-111.859014,33.298838</coordinates></Point>"
510,,8834,472,0,1,no_control,-111.876246,33.298746,"<Point><coordinates>-111.876246,33.298746</coordinates></Point>"
540,,8842,473,0,1,no_control,-111.911113,33.298354,"<Point><coordinates>-111.911113,33.298354</coordinates></Point>"
574,,8846,474,0,1,no_control,-111.963044,33.298062,"<Point><coordinates>-111.963044,33.298062</coordinates></Point>"
570,,8849,475,0,1,no_control,-111.928488,33.29768,"<Point><coordinates>-111.928488,33.297680</coordinates></Point>"
566,,8850,476,0,1,no_control,-111.945684,33.297325,"<Point><coordinates>-111.945684,33.297325</coordinates></Point>"
450,,8856,477,0,0,unknown_control,-111.703722,33.292647,"<Point><coordinates>-111.703722,33.292647</coordinates></Point>"
448,,8857,478,0,1,no_control,-111.712372,33.29256,"<Point><coordinates>-111.712372,33.292560</coordinates></Point>"
444,,8858,479,0,0,unknown_control,-111.686593,33.292638,"<Point><coordinates>-111.686593,33.292638</coordinates></Point>"
443,,8859,480,0,0,unknown_control,-111.693018,33.29229,"<Point><coordinates>-111.693018,33.292290</coordinates></Point>"
446,,8860,481,0,0,unknown_control,-111.721016,33.292472,"<Point><coordinates>-111.721016,33.292472</coordinates></Point>"
455,,8862,482,0,1,no_control,-111.72961,33.292384,"<Point><coordinates>-111.729610,33.292384</coordinates></Point>"
453,,8863,483,0,0,unknown_control,-111.738279,33.292292,"<Point><coordinates>-111.738279,33.292292</coordinates></Point>"
457,,8864,484,0,1,no_control,-111.746923,33.292238,"<Point><coordinates>-111.746923,33.292238</coordinates></Point>"
469,,8865,485,0,0,unknown_control,-111.755497,33.292167,"<Point><coordinates>-111.755497,33.292167</coordinates></Point>"
483,,8866,486,0,0,unknown_control,-111.789651,33.291866,"<Point><coordinates>-111.789651,33.291866</coordinates></Point>"
488,,8867,487,0,1,no_control,-111.798317,33.291828,"<Point><coordinates>-111.798317,33.291828</coordinates></Point>"
487,,8868,488,0,0,unknown_control,-111.80698,33.291778,"<Point><coordinates>-111.806980,33.291778</coordinates></Point>"
494,,8869,489,0,1,no_control,-111.815715,33.291739,"<Point><coordinates>-111.815715,33.291739</coordinates></Point>"
493,,8870,490,0,0,unknown_control,-111.824293,33.291665,"<Point><coordinates>-111.824293,33.291665</coordinates></Point>"
498,,8871,491,0,1,no_control,-111.832988,33.291633,"<Point><coordinates>-111.832988,33.291633</coordinates></Point>"
497,,8872,492,0,0,unknown_control,-111.841631,33.291592,"<Point><coordinates>-111.841631,33.291592</coordinates></Point>"
505,,8873,493,0,1,no_control,-111.850242,33.291561,"<Point><coordinates>-111.850242,33.291561</coordinates></Point>"
514,,8874,494,0,0,unknown_control,-111.887157,33.290982,"<Point><coordinates>-111.887157,33.290982</coordinates></Point>"
504,,8875,495,0,0,unknown_control,-111.858934,33.291494,"<Point><coordinates>-111.858934,33.291494</coordinates></Point>"
509,,8876,496,0,1,no_control,-111.86759,33.291448,"<Point><coordinates>-111.867590,33.291448</coordinates></Point>"
508,,8877,497,0,0,unknown_control,-111.876217,33.291383,"<Point><coordinates>-111.876217,33.291383</coordinates></Point>"
522,,8878,498,0,0,unknown_control,-111.893156,33.292374,"<Point><coordinates>-111.893156,33.292374</coordinates></Point>"
571,,8882,499,0,0,unknown_control,-111.963158,33.290971,"<Point><coordinates>-111.963158,33.290971</coordinates></Point>"
440,,8883,500,0,0,unknown_control,-111.686375,33.288257,"<Point><coordinates>-111.686375,33.288257</coordinates></Point>"
604,,8886,501,0,0,unknown_control,-111.686386,33.283148,"<Point><coordinates>-111.686386,33.283148</coordinates></Point>"
607,,8890,502,0,1,no_control,-111.720846,33.284982,"<Point><coordinates>-111.720846,33.284982</coordinates></Point>"
